Fiscal Year,Employer,Total Approval,NAICS
2021,AMERICAN INST OF ULTRASOUND IN MED,170,81
2021,AMERICAN INSTITUTES FOR RESEARCH,424,54
2021,AMERICAN INTERNATIONAL MONTESSORI,7,62
2021,AMERICAN INTL FINANCIAL & INSUR,82,52
2021,AMERICAN INTL PUTI BODHI DHARMA SO,19,81
2021,AMERICAN IT INC,8,54
2021,AMERICAN IT MINDS INC,47,54
2021,AMERICAN IT RESOURCE GROUP INC,9,54
2021,AMERICAN IT SOLUTIONS INC,87,54
2021,AMERICAN JEREH INTERNATIONAL CORPO,4,99
2021,AMERICAN JEWISH WORLD SERVICE INC,6,92
2021,AMERICAN LEADERSHIP FORUM SILICON,84,61
2021,AMERICAN LEADERSHIP UNIVERSITY,6,61
2021,AMERICAN LEGISLATIVE EXCH COUNCIL,15,54
2021,AMERICAN LIFAN INC,7,99
2021,"AMERICAN MARKETING & PUBLISHING, L",22,51
2021,AMERICAN MEDICAL & DENTAL SUPPLIES,10,99
2021,AMERICAN MEDICAL ASSOCIATION,30,81
2021,AMERICAN MEDICAL INC,21,62
2021,AMERICAN MEDICAL TECHNOLOGY,8,33
2021,AMERICAN MULTI CINEMA INC,23,51
2021,AMERICAN MUSEUM OF NATURAL HISTORY,178,71
2021,AMERICAN NATIONAL INSURANCE COMPAN,15,52
2021,AMERICAN NTN BEARING MANUFACTURING,42,33
2021,AMERICAN NURSES ASSOCIATION INC,11,81
2021,AMERICAN ONCOLOGIC HOSPITAL D/B/A,14,54
2021,AMERICAN PACIFIC INTL CAPITAL INC,3,52
2021,AMERICAN PHARMACEUTICAL DRUGS INC,8,44
2021,AMERICAN PHYSICAL SOCIETY,132,54
2021,AMERICAN PINBALL INC,24,33
2021,AMERICAN PORTWELL TECHNOLOGY INC,27,42
2021,AMERICAN PRECLINICAL SERVICES LLC,12,54
2021,AMERICAN PROCESS MANAGEMENT LLC,4,51
2021,AMERICAN PSYCHIATRIC ASSOCIATION,39,81
2021,AMERICAN PSYCHOLOGICAL ASSOCIATION,6,54
2021,AMERICAN PUBLIC EDUCATION INC,66,61
2021,AMERICAN REGENT INC,23,32
2021,AMERICAN REGIONAL CENTER FOR,156,52
2021,AMERICAN RELIEF COALITION,5,62
2021,AMERICAN RETIREMENT ADVISORS LLC,8,52
2021,AMERICAN ROCKIES LOGISTICS INC,18,42
2021,AMERICAN SAVINGS BANK FSB,11,52
2021,"AMERICAN SCENIC DESIGN, INC.",143,54
2021,AMERICAN SECURITIES LLC,31,52
2021,AMERICAN SECURITY INSURANCE COMPAN,27,52
2021,AMERICAN SERVICES GROUP LLC,2,52
2021,AMERICAN SIGNATURE INC,2,44
2021,AMERICAN SMILES PC,7,62
2021,AMERICAN SOCIETY FOR CLINICAL,15,54
2021,AMERICAN SOCIETY FOR TRAINING & DE,91,81
2021,AMERICAN SOCIETY MECHANICAL,11,81
2021,AMERICAN SOCIETY OF CLINICAL ONCOL,36,81
2021,AMERICAN SOCIETY OF SAFETY PROS,17,81
2021,AMERICAN SOFTWARE RESOURCES INC,16,54
2021,AMERICAN SOFTWARE SAFETY RELIABILI,5,54
2021,AMERICAN SPECIALTY HEALTH INCORPOR,24,52
2021,AMERICAN STOCK TRANSFER TRUST CO,18,52
2021,AMERICAN STRUCTUREPOINT INC,3,54
2021,AMERICAN TECH VISION SOLUTIONS LLC,35,54
2021,AMERICAN TECHNOLOGY CONNEXIONS INC,40,54
2021,AMERICAN TECHNOLOGY CONSULTING LLC,24,54
2021,AMERICAN TECHNOLOGY LABS INC,14,54
2021,AMERICAN TECHNOLOGY SERVICES LLC,5,54
2021,AMERICAN TELECOMMUNICATIONS INC,3,99
2021,AMERICAN TELESOURCE INC,4,54
2021,AMERICAN THORACIC SOCIETY INC,20,54
2021,AMERICAN TIRE DISTRIBUTORS INC,5,42
2021,AMERICAN TOURS INTL LLC,30,56
2021,AMERICAN TOWER CORPORATION,71,51
2021,AMERICAN TRUCK & RAIL AUDITS INC,43,54
2021,AMERICAN TUBING ARKANSAS LLC,28,33
2021,AMERICAN UNIT INC,55,54
2021,AMERICAN UNITED LIFE INSURANCE COM,8,52
2021,AMERICAN UNIV IN BULGARIA,9,61
2021,AMERICAN UNIVERSITY,10,61
2021,AMERICAN VAPOR INC DBA ARTISAN VAP,69,42
2021,AMERICAN WATER WORKS SVC CO INC,49,22
2021,AMERICAN WAY ENGINEERING LLC,45,54
2021,AMERICAN WELL CORPORATION,5,51
2021,AMERICAN WESTERN STEEL LLC,6,33
2021,AMERICAN WRITERS MUSEUM FOUNDATION,16,71
2021,AMERICARBON PRODUCTS LLC,59,99
2021,AMERICARE KIDNEY INSTITUTE LLC,3,62
2021,AMERICARE PHYSICAL THERAPY LLC,4,62
2021,AMERICAS CHOICE HOME CARE INC,75,62
2021,AMERICAS COLLECTIBLES NETWORK INC,19,51
2021,AMERICAS SOCIETY INC,26,92
2021,AMERICLOUD SOLUTIONS INC,52,54
2021,AMERICO FINANCIAL LIFE,30,52
2021,AMERICOLD LOGISTICS LLC,16,49
2021,AMERIFAB INTERNATIONAL INC,93,31
2021,AMERIFIRST FINANCIAL INC,14,52
2021,AMERIHEALTH CARITAS SERVICES LLC,6,52
2021,AMERIHOME MORTGAGE COMPANY LLC,38,52
2021,AMERIINFOVETS INC,81,54
2021,AMERIJET INTL INC DBA AMERIJET,51,48
2021,AMERIKOOLER LLC,25,99
2021,AMERILINK INTERNATIONAL CORP,4,56
2021,AMERIPHARMA LABS LLC,2,32
2021,AMERIPRISE FINANCIAL INC,154,52
2021,AMERIPRO EMS LLC,18,62
2021,AMERISOFT CORPORATION,22,54
2021,AMERISOFTPRO SYSTEMS LLC,33,54
2021,AMERISOURCEBERGEN CORPORATION,39,42
2021,AMERISTAR STAFFING INC,13,56
2021,AMERISURVEYORS LLC,13,54
2021,AMERIT CONSULTING INC,52,56
2021,AMERITAS LIFE INSURANCE CORP,18,52
2021,AMERITEAM SERVICES LLC,4,62
2021,AMERITECH GLOBAL INC,18,54
2021,AMERITEK GLOBAL INC,41,54
2021,AMERRA CAPITAL MANAGEMENT LLC,11,52
2021,AMES ENGINEERING INC,3,54
2021,AMES IT AND NUMERIC SOLUTIONS LLC,8,54
2021,AMETEK INC,44,33
2021,AMEX SYSTEMS INC,74,54
2021,AMEYA GLOBAL INC,33,54
2021,AMEZOLA LEGAL GROUP APC,6,54
2021,AMFAL TECH LLC,33,54
2021,AMG BT PROPERTY MANAGEMENT LLC,5,53
2021,AMG FILMS CO DBA AMG FILMS USA,39,71
2021,AMG NATIONAL TRUST BANK,6,52
2021,AMG SOUTHERN TENNESSEE LLC,6,62
2021,AMGEN INC,192,54
2021,AMGREEN SOLUTIONS INC,25,99
2021,AMI EXPEDITIONARY HEALTHCARE LLC,8,62
2021,AMI INVESTMENTS LLC DBA NIGHTHAWK,13,33
2021,AMI PHARMACY INC,8,44
2021,AMI U S HOLDINGS INC D B A AMI,396,54
2021,AMICON CONSTRUCTION SERVICES LLC,12,99
2021,AMICUS GLOBAL IT INCORPORATED,11,54
2021,AMICUS SYSTEMS INC,8,54
2021,AMICUS THERAPEUTICS INC,8,32
2021,AMIEE LYNN INC,42,42
2021,AMIFY INC,10,54
2021,AMIGO MANAGEMENT COMPANY INC,7,33
2021,AMINO INC,9,54
2021,AMISTAD TECHNOLOGIES INC,19,54
2021,AMITECH SOLUTIONS INC,49,54
2021,AMITI CONSULTING INC,41,54
2021,AMKO SOFTWARE SOLUTIONS INC,29,54
2021,AMKOR TECHNOLOGY INC,9,33
2021,AMLOGIX INC,12,99
2021,AMMD LLC,11,99
2021,AMMO CONTENT LLC,17,51
2021,AMNA PARYANI CPA P C,56,54
2021,AMNEAL PHARMACEUTICALS LLC,55,32
2021,AMNEAL PHARMACEUTICALS NEW YORK,166,32
2021,AMNET NEW YORK INC,41,56
2021,AMNI INTERNATIONAL PETROLEUM RESOU,2,54
2021,AMO MANUFACTURING USA LLC,3,32
2021,AMOBEE INC,51,54
2021,AMOR SYSTEMS LLC,21,54
2021,AMOREPACIFIC US INC,9,32
2021,AMORIS IT INC,7,54
2021,AMOS CHEMICALS INC,23,99
2021,AMOUNT INC,167,51
2021,AMP ROBOTICS CORP,88,33
2021,AMP SOLUTIONS LLC,20,54
2021,AMPAC HOLDINGS LLC,12,32
2021,AMPAL INCORPORATED,8,33
2021,AMPCO PUMPS COMPANY,6,33
2021,AMPCUS INC,21,54
2021,AMPEERS LLC,23,99
2021,AMPEL INC,11,54
2021,AMPEL LLC,9,99
2021,AMPERE COMPUTING EMPLOYER LLC,6,33
2021,AMPERE COMPUTING LLC,39,33
2021,AMPHASTAR PHARMACEUTICALS INC,6,32
2021,AMPHENOL TCS-A DIVISION OF AMPHENO,48,33
2021,AMPHENOL TECVOX LLC,44,54
2021,AMPHENOL THERMOMETRICS INC,67,33
2021,AMPHION GLOBAL INC,26,54
2021,AMPION PBC,13,22
2021,AMPIRICAL SERVICES INC,19,54
2021,AMPIRICAL SOLUTIONS LLC,35,54
2021,AMPLA HEALTH,9,62
2021,AMPLE IT SERVICES LLC,13,54
2021,AMPLIFI LOYALTY SOLUTIONS LLC,84,54
2021,AMPLIFY CONSULTING PARTNERS INC,192,54
2021,AMPLIFY EDUCATION INC,49,54
2021,AMPLIO.AI INC,3,54
2021,AMPLITUDE INC,23,54
2021,AMPLO GLOBAL INC,9,54
2021,AMPLY POWER INC,10,99
2021,AMPRO ADLINK TECHNOLOGY INC,30,33
2021,AMPSAFE LLC,3,54
2021,AMPTEK INC,30,33
2021,AMR ENGINEERING CONSULTANT P C,29,23
2021,AMRAPUR OVERSEAS INC,48,42
2021,AMREP CORPORATION,17,23
2021,AMROCK LLC,80,54
2021,AMS BUSINESS LLC,9,52
2021,AMS SENSORS USA INC,13,33
2021,AMSOFT CORP,81,54
2021,AMSPEC LLC,28,54
2021,AMSTED RAIL,7,33
2021,AMSTERDAM & PARTNERS LLP,22,54
2021,AMSYS INNOVATIVE SOLUTIONS LLC,5,54
2021,AMT SERVICES INC,29,54
2021,AMTEC MOLDED PRODUCTS INC,19,32
2021,AMTEX SYSTEMS INC,23,54
2021,AMUNDI PIONEER ASSET MGT INC,53,52
2021,AMUNDI US INC,41,52
2021,AMUNIX PHARMACEUTICALS INC,9,32
2021,AMWAY CORP,30,33
2021,AMWEST FUNDING CORP,4,52
2021,AMWINS GROUP LLC,6,99
2021,AMY OIL AND GAS INC,8,44
2021,AMYNTA AGENCY INC DBA AMYNTA GROUP,16,54
2021,AMZUR TECHNOLOGIES INC,40,54
2021,ANA GLOBAL LLC,113,33
2021,ANA HOSPITALITY INC DBA MOTEL 6,8,72
2021,ANABIOS CORPORATION,10,54
2021,ANACONDA INC,72,54
2021,ANADOL RUG CORP,12,44
2021,ANAERGIA SERVICES LLC,22,23
2021,ANAGH TECHNOLOGIES INC,52,54
2021,ANAGHA SOLUTIONS INC,25,54
2021,ANAGRAM INC,9,54
2021,ANAHEIM UNION HIGH SCHOOL DISTRICT,266,61
2021,ANALOG BITS INC,19,54
2021,ANALOG DEVICES INC,269,33
2021,ANALOG PHOTONICS LLC,10,54
2021,ANALOGFOLK HOLDING INC,19,54
2021,ANALOGIC CORPORATION,4,54
2021,ANALYSIS & SOLUTIONS CONSULTANTS,28,54
2021,ANALYSIS GROUP INC,106,54
2021,ANALYSTS INTERNATIONAL CORPORATION,49,54
2021,ANALYTICAL BLOCKCHAIN LLC,563,54
2021,ANALYTIK JENA US LLC,59,33
2021,ANALYTIQS INC,13,54
2021,ANANT CORPORATION,10,99
2021,ANAPLAN INC,95,54
2021,ANAPOLSKY ADVISORS INC,7,54
2021,ANAQUA INC,15,54
2021,ANATRACE PRODUCTS LLC,5,32
2021,ANAYA TECHNOLOGIES INC,11,54
2021,ANB SYSTEMS INC,47,54
2021,ANCERA LLC,3,33
2021,ANCESTRY COM OPERATIONS INC,65,51
2021,ANCHAIN AI INC,88,54
2021,ANCHOR BOLT CAPITAL LP,54,52
2021,ANCHOR FABRICATION OF NEVADA CORP,19,33
2021,ANCHOR GLASS CONTAINER CORPORATION,15,32
2021,ANCHOR HEALTH AND FITNESS INC,3,33
2021,ANCHOR HOCKING LLC D B A THE ONEID,18,42
2021,ANCHOR HOMES LLC,18,99
2021,ANCHOR LABS INC,52,52
2021,ANCHOR OF HOPE AFH LLC,20,62
2021,ANCHOR QEA LLC,8,54
2021,ANCHORAGE NEIGHBORHOOD HEALTH CTR,11,62
2021,ANCHORAGE SCHOOL DISTRICT,24,61
2021,ANCIENT MANAGEMENT LP,7,52
2021,ANCILE INC,29,54
2021,ANCILE SOLUTIONS INC,20,54
2021,ANCON GEAR & INSTRUMENT CORP,3,33
2021,ANCRA INTL LLC,9,48
2021,AND GO CONCEPTS LLC D/B/A SALAD &,12,99
2021,ANDAPT LLC,4,33
2021,ANDERSEN BJORNSTAD KANE JACOBS INC,171,54
2021,ANDERSEN CORPORATION,32,32
2021,ANDERSON AND ASSOCIATES LLP,2,54
2021,ANDERSON ANDERSON NEW YORK LLP,47,54
2021,ANDERSON MATERIALS EVALUATION INC,19,54
2021,ANDERSSON/WISE ARCHITECTS INC,5,54
2021,ANDERTON CASTINGS LLC,7,33
2021,ANDERTON INDUSTRIES INC,18,54
2021,ANDES AG INC,14,99
2021,ANDES PRODUCTIONS INC,3,51
2021,ANDHUS TECHNOLOGIES INC,24,54
2021,ANDIAMO CONSULTING LLC,3,56
2021,ANDMORE PARTNERS INC,11,54
2021,ANDORHEALTH LLC,7,54
2021,ANDOVER PROPERTIES LLC,12,53
2021,ANDOVER PUBLIC SCH TOWN OF ANDOVER,17,61
2021,ANDRE GLOBAL INC,8,54
2021,ANDREW B BALLARD AIA ARCHITECT,5,54
2021,ANDREW W BOOTH AND ASSOCIATES INC,17,54
2021,ANDREW W LEE ARTS MANAGEMENT INC.,22,61
2021,ANDREWS & SON TRADINGS INC,21,44
2021,ANDRITZ INC,62,42
2021,ANDROID INDUSTRIES LLC,11,33
2021,ANDY ALEXANDER & ASSOCIATES INC,10,54
2021,ANER GROUP INC,43,54
2021,ANERI JEWELS LLC D B A LAXMI,13,42
2021,ANESTHESIA ASSO OF SOUTHERN IL LLC,11,62
2021,ANESTHESIA ASSOCIATES OF ROCHESTER,9,62
2021,ANESTHESIA ASSOCS OF WILLIMANTIC P,73,62
2021,ANESTHESIA MGMT SVCS P C,21,62
2021,ANESTHESIA SPECIALISTS OF BETHLEHE,16,62
2021,ANEWGO INC,20,51
2021,ANG INFOTECH LLC,56,54
2021,ANG TECHNOLOGIES INC,13,54
2021,ANGAD CORPORATION DBA WORKSPAN,63,54
2021,ANGEL PET HOSPITAL LLC ANGEL PET,34,54
2021,ANGELA L H SAYERS CPA MBA AN ACCOU,29,54
2021,ANGELES DEL SOL ADHC LLC,7,62
2021,ANGELO STATE UNIVERSITY,30,61
2021,ANGIE S LOBSTER LLC,16,72
2021,ANGIES LIST INC,24,54
2021,ANGION BIOMEDICA CORP,16,32
2021,ANGIOSAFE INC,83,33
2021,ANGLEPOINT GROUP INC,44,54
2021,ANGSTROM ADVANCED INC,10,33
2021,ANGSTROM USA LLC,619,33
2021,ANHEUSER BUSCH INBEV SERVICES LLC,48,31
2021,ANHEUSER-BUSCH COMMERCIAL STRATEGY,49,31
2021,ANICA INC,8,54
2021,ANID INFOSOFT LLC,438,54
2021,ANIKA SYSTEMS INC,58,54
2021,ANIMAL SUPPLY COMPANY LLC,113,42
2021,ANIMO SERVICES LLC,11,52
2021,ANIMOTO INC,55,51
2021,ANIMUS INC,20,54
2021,ANIP ACQUISITIONS INC,21,32
2021,ANITECH CORPORATION,41,54
2021,ANIXTER INC,20,42
2021,ANJ INFOTECH INC,3,54
2021,ANJANEYAP INC,43,54
2021,ANJANI ETECH SOLUTIONS INC,11,54
2021,ANJI TECHNOLOGIES LLC,6,54
2021,ANJU SOFTWARE INC FORMERLY KNOWN A,33,54
2021,ANJUS LLC,51,54
2021,ANKURA CONSULTING GROUP LLC,17,54
2021,ANLIN INDUSTRIES DBA MONTE VERDE W,14,32
2021,ANN & ROBERT H LURIE CHILDREN S HO,44,62
2021,ANN KIM MD PC,11,62
2021,ANN TAYLOR INC,2,44
2021,ANNA HU LLC,79,54
2021,ANNADEL MEDICAL GROUP INC,35,62
2021,ANNE ARUNDEL PHYSICIAN GRP LLC,9,62
2021,ANNEXA INC,35,99
2021,ANNEXUS MANAGEMENT COMPANY LLC,12,52
2021,ANNUK INCORPORATED,10,54
2021,ANOKION US INC,24,54
2021,ANOKIWAVE INC,28,54
2021,ANRA TECHNOLOGIES INC,18,51
2021,ANRITSU COMPANY,30,33
2021,ANS CONSULTANTS INC,44,54
2021,ANSATZ HOLDINGS DBA ANSATZ CAPITAL,7,52
2021,ANSCO & ASSOCIATES LLC,34,99
2021,ANSER ADVISORY,6,54
2021,ANSH LABS LLC,8,62
2021,ANSIRA PARTNERS INC,18,54
2021,ANSIRA PARTNERS LLC,10,54
2021,ANSYS INC,539,51
2021,ANTARCTICA CAPITAL MGMT LLC,26,52
2021,ANTARES PHARMA INC,15,33
2021,ANTECH OILFIELD SERVICES INC,6,21
2021,ANTENGENE BIOTECH LLC,9,32
2021,ANTHEM INC,728,52
2021,ANTHONY Y CHOY & CO PC,8,54
2021,ANTHRO TECH INC,1,54
2021,ANTIOCH UNIFIED SCHOOL DISTRICT,5,61
2021,ANTORA ENERGY INC,9,92
2021,ANTUIT INC DBA ANTUIT AI,38,51
2021,ANTWORKS INC,10,54
2021,ANU SOFTWARE CONSULTANTS INC,185,54
2021,ANUNTA TECH INC.,13,54
2021,ANVETA INC,46,54
2021,ANVIL VENTURES INC,5,54
2021,ANWITA BIOSCIENCES INC,5,32
2021,ANYATEK INC,4,54
2021,ANYHEALTH INSURANCE SERVICES INC,383,52
2021,ANYSCALE INC,22,54
2021,ANYTREK CORPORATION,28,51
2021,AOC LLC,12,32
2021,AOK GROUP INC DBA DYCONN,17,45
2021,AON BENFIELD INC,19,52
2021,AON CONSULTING INC,28,52
2021,AON HEWITT HEALTH MARKET INSURANCE,13,52
2021,AON INVESTMENTS USA INC,13,52
2021,AON SERVICE CORPORATION,44,52
2021,AOSS INC HOUSTON,1,54
2021,AOT SOLUTIONS LLC,21,54
2021,AOZORA COMMUNITY FOUNDATION INC,9,62
2021,AOZORA NORTH AMERICA INC,40,52
2021,AP MEDICAL PHYSICS LLC,21,54
2021,APA INDUSTRIES INC,178,54
2021,APAC PHARMACEUTICAL LLC,6,32
2021,APACHE NITROGEN PRODUCTS INC,43,32
2021,APARNA MOHAN MD PA DBA HIDALGO FAM,17,62
2021,APARTMENT LIST INC,17,54
2021,APAX PARTNERS LP,68,55
2021,APCER LIFE SCIENCES INC,94,54
2021,APD ENGINEERING ARCHITECTURE PLLC,9,54
2021,APDERM MANGEMENT LLC,49,62
2021,APELLIS PHARMACEUTICALS INC,34,32
2021,APERA INSTRUMENTS LLC,21,42
2021,APERAM,6,42
2021,APERGY ARTIFICIAL LIFT SYSTEMS LLC,5,81
2021,APERGY USA INC,3,81
2021,APERTURE OPTICAL SCIENCE INC,4,33
2021,APETURE CREDENTIALING LLC,8,52
2021,APEX AI INC,470,54
2021,APEX ANALYTIX LLC,26,54
2021,APEX ANIMAL CARE PLLC,27,54
2021,APEX ARENA SOLUTIONS SBC,41,54
2021,APEX CLEAN ENERGY INC,864,22
2021,APEX CLEARING CORPORATION,8,52
2021,APEX COMPANIES LLC,30,54
2021,APEX CONSTRUCTION GROUP,7,99
2021,APEX DENTAL LLC DBA APEX DENTAL,9,62
2021,APEX DENTAL STUDIO INC,51,62
2021,APEX DIGITAL INC,14,42
2021,APEX ENGINEERING GROUP INC,2,54
2021,APEX FOR YOUTH INC,11,62
2021,APEX FUND SERVICES CHARLOTTE LLC,7,99
2021,APEX INDUSTRIAL TECHNOLOGIES LLC,2,33
2021,APEX INFORMATICS LLC,8,72
2021,APEX IT SERVICES LLC,34,54
2021,APEX LAW FIRM APC,16,54
2021,APEX LOGISTICS INTERNATIONAL NY,5,54
2021,APEX LOGISTICS INTERNATIONAL ORD I,4,48
2021,APEX MEDICAL RESEARCH DBA AMR INC,13,54
2021,APEX ORDER PICK UP SERVICES LLC,16,54
2021,APEX PE LLC,13,54
2021,APEX PHARMACY DBA BESTCARE PHARMAC,36,44
2021,APEX SERVICES PARTNERS LLC,12,23
2021,APEX TECHNOLOGY GROUP INC,34,54
2021,APEX TECHNOLOGY SOLUTIONS LLC,15,54
2021,APEX TECHNOLOGY SYSTEMS INC,42,54
2021,APEX TOOL GROUP LLC,36,33
2021,APF TRAVEL INC,4,56
2021,APG ASSET MANAGEMENT US INC,7,52
2021,APHENA PHARMA SOLUTIONS-MD LLC,2,33
2021,API CHAYA,8,81
2021,API CRYPTEK INC,22,33
2021,API GROUP CORPORATION,9,42
2021,API INDUSTRIES INC.,25,32
2021,APIC BIO INC,26,99
2021,APIFIA INC D/B/A MAVRCK,14,51
2021,APIPHARMATECH LLC DBA API PHARMA,31,32
2021,APISEC AI,5,51
2021,APITURE LLC,33,52
2021,APIVISTA LLC DBA TERAZO,56,54
2021,APIXIO INC,10,54
2021,APKUDO INC,10,54
2021,APLARS LLC,5,99
2021,APLHA CONSULTING CORP,24,54
2021,APLHA MOS AMERICA INC,11,33
2021,APLOMB TECHNOLOGIES INC,112,54
2021,APLOMB TECHNOLOGIES LLC,17,54
2021,APLOS AMERICA INC,227,54
2021,APM INTERNATIONAL LLC,24,42
2021,APMEX INC,4,42
2021,APN SOFTWARE SERVICES INC,122,54
2021,APNA ADULT DAYCARE OF BRIGHTON LLC,7,62
2021,APOGEE MED GRP NEW YORK PC,19,62
2021,APOGEE MED GRP SOUTH CAROLINA PC,13,62
2021,APOGEE MEDICAL GROUP ALABAMA INC,72,62
2021,APOGEE MEDICAL GROUP GEORGIA INC,15,62
2021,APOGEE MEDICAL GROUP IOWA PC,27,62
2021,APOGEE MEDICAL GROUP NORTH CAROLIN,1687,62
2021,APOGEE MEDICAL GROUP OHIO INC,9,62
2021,APOGEE MEDICAL GROUP PC,25,62
2021,APOGEE MEDICAL GROUP PENNSYLVANIA,20,62
2021,APOGEE MEDICAL GROUP TEXAS PA,21,62
2021,APOGEE MEDICAL GROUP VIRGINIA PC,5,62
2021,APOGEE MEDICAL GROUP WAUKESHA SC,5,62
2021,APOGEE MEDICAL GROUP WEST VIRGINIA,29,62
2021,APOLLO 1 INTERNATIONAL INC,18,99
2021,APOLLO 350 INC,120,54
2021,APOLLO AUTONOMOUS DRIVING USA LLC,63,51
2021,APOLLO FREIGHT INC,20,48
2021,APOLLO FUSION INC,10,22
2021,APOLLO GRAPH INC,30,51
2021,APOLLO GRP INC,18,31
2021,APOLLO INSURANCE SOLUTIONS GROUP L,13,52
2021,APOLLO INVESTMENT MANAGEMENT LP,32,52
2021,APOLLO MANAGEMENT LP,269,52
2021,APOLLO PHARMA INC DBA E BROADWAY P,3,44
2021,APOLLO SCHOOL MUSIC AND ARTS LLC,11,61
2021,APOLLOMICS INC,41,54
2021,APOLLOS UNIVERSITY INC,18,61
2021,APONIA LLC,45,51
2021,APOSTLE INC,9,99
2021,APOTHECOM SCOPEMEDICAL INC,37,54
2021,APP ANNIE INC,14,51
2021,APP DYNAMIC SYSTEMS LLC,19,54
2021,APP MAISTERS INC,19,54
2021,APP OF TENNESSEE HM PLLC,4,56
2021,APP ORCHID INC,31,54
2021,APPARATUS LLC,71,33
2021,APPCO PHARMA LLC,88,32
2021,APPDIRECT INC,13,51
2021,APPFOLIO INSURANCE SERVICES INC,24,54
2021,APPHARVEST OPERATIONS INC,3205,42
2021,APPIAN CORPORATION,28,54
2021,APPIAN WAY ENERGY PARTNERS LLC,15,54
2021,APPIC SOLUTIONS LLC,29,54
2021,APPISOFT INC,9,54
2021,APPLAB SYSTEMS INC,328,54
2021,APPLAUSE APP QUALITY INC,35,54
2021,APPLE AND HONEY LLC,15,33
2021,APPLE INC,4987,33
2021,APPLECART LLC,28,54
2021,APPLESEED MONTESSORI INC,13,61
2021,APPLET SYSTEMS LLC,100,54
2021,APPLEXUS TECHNOLOGIES LLC,18,54
2021,APPLICANT INSIGHT INC,10,56
2021,APPLICATION ENGINEERING GROUP INC,28,54
2021,APPLICATION RESEARCH CENTER LLC,2,54
2021,APPLICATION RESOURCES INC,77,54
2021,APPLICATION TECHNOLOGIES INC,27,54
2021,APPLICATIONS TECHNOLOGY APPTEK LLC,9,51
2021,APPLICATIONS TECHNOLOGY GROUP INC,15,54
2021,APPLIED ACADEMICS LLC,54,52
2021,APPLIED ANALYSIS,9,54
2021,APPLIED AUTOMATION TECH INC,12,54
2021,APPLIED BEHAVIOR ANALYSIS INC,24,61
2021,APPLIED BEHAVIOR CONSULTANTS INC,45,61
2021,APPLIED BIOMATH LLC,3,54
2021,APPLIED CONTROL ENGINEERING INC,18,54
2021,APPLIED CRYO TECHNOLOGIES INC,6,54
2021,APPLIED DATA FINANACE LLC,73,52
2021,APPLIED ECONOMICS CONSULTING GROUP,24,54
2021,APPLIED ENGRG SOLUTIONS INC DBA,24,54
2021,APPLIED GRATITUDE INC DBA THNKS,48,54
2021,APPLIED HIGH VOLTAGE LLC,18,22
2021,APPLIED INDUSTRIAL TECHNOLOGIES IN,72,42
2021,APPLIED INFO PARTNERS INC,17,33
2021,APPLIED INFORMATION SCIENCES INC,11,54
2021,APPLIED MANUFACTURING LLC,4,33
2021,APPLIED MATERIALS INC,410,33
2021,APPLIED MEDICAL RESOURCES CORP,134,33
2021,APPLIED MICROARRAYS INC,9,33
2021,APPLIED MOLECULAR TRANSPORT INC,23,54
2021,APPLIED OPTOELECTRONICS INC,52,33
2021,APPLIED PHOTOPHYSICS INC,55,54
2021,APPLIED PREDICTIVE TECHNOLOGIES,7,54
2021,APPLIED PRODUCTS INC,9,32
2021,APPLIED RESEARCH ASSOCIATES INC,40,54
2021,APPLIED RESOURCE GROUP,55,54
2021,APPLIED SCIENCE INC,12,54
2021,APPLIED STEMCELL INC,65,99
2021,APPLIED THOUGHT AUDITORS & CONSULT,56,54
2021,APPLIED UNDERWRITERS INC,2,52
2021,APPLIED VALUE LLC,19,54
2021,APPLIXA TECHNOLOGIES LLC,28,54
2021,APPLOGIC SYSTEMS LLC,42,54
2021,APPLOVIN CORPORATION,86,54
2021,APPLUS TECHNOLOGIES INC,4,81
2021,APPNOVATION USA INC,9,54
2021,APPOLON DENTAL GROUP,6,62
2021,APPRENTICE FS INC,15,54
2021,APPRIDAT SOLUTIONS LLC,77,54
2021,APPRISS INC.,48,54
2021,APPS ASSOCIATES LLC,81,54
2021,APPS CONSULTANTS INC,20,54
2021,APPSBOAT INC,78,54
2021,APPSFLYER INC,14,54
2021,APPSHARK SOFTWARE INC,135,54
2021,APPSTREAM TECHNOLOGIES LLC,99,54
2021,APPTEGY INC,20,54
2021,APPTEON INC,93,54
2021,APPTIUM TECHNOLOGIES LLC,23,54
2021,APPTRICS LLC,28,54
2021,APPTRONIK INC DBA APPTRONIK SYSTEM,18,54
2021,APPVANCE INC,71,54
2021,APPVIEWX INC,9,54
2021,APRIA HEALTHCARE LLC,37,62
2021,APRICITY OPERATING COMPANY LLC,7,54
2021,APRICOT TECH LLC,10,54
2021,APRIMO US LLC,5,99
2021,APRIO LLP,31,54
2021,APSS FUTURISTICS LLC,20,54
2021,APSTRA INC,82,54
2021,APTARGROUP INC,7,33
2021,APTEAN INC,10,51
2021,APTEKA RX INC DBA AMSTERDAM PHARM,30,44
2021,APTEO INC,13,51
2021,APTIM ENVIRONMENTAL & INFRASTRUCTU,6,54
2021,APTIM MAINTENANCE LLC,13,54
2021,APTION LLC,126,54
2021,APTIV CORPORATION,368,33
2021,APTIVA CORP,28,54
2021,APTIVE ENVIRONMENTAL,8,56
