Fiscal Year,Employer,Total Approval,NAICS
2023,ARSENAL BIOSCIENCES INC,8,32
2023,ARSPHERE INFOTEK INC,2,54
2023,ART ADVISORS LLC,30,52
2023,ART AND COOK INC,11,42
2023,ART CENTER OF COLLEGE OF DESIGN,16,61
2023,ART CONSTRUCTORS LLC,1,23
2023,ARTA FINANCE INC,27,52
2023,ARTECH LLC AKA ARTECH INFORMATION SYSTEMS LLC,36,54
2023,"ARTEK SOLUTIONS, INC.",9,54
2023,ARTEMAX INC,26,32
2023,ARTEMIS CONSULTING INC,5,54
2023,ARTEMIS INFOTECH INC,7,54
2023,ARTERA INC,11,54
2023,ARTESIA SOFT INC,3,54
2023,ARTH LLC,17,44
2023,ARTHA DATA SOLUTIONS LLC,6,54
2023,ARTHUR AI INC,10,51
2023,ARTHUR D LITTLE LLC,4,54
2023,ARTHUR J GALLAGHER SERVICE COMPANY LLC,19,52
2023,ARTIFICIAL INVENTIONS LLC,2,54
2023,ARTISAN ELECTRIC INC,1,23
2023,ARUP LABORATORIES,77,62
2023,ARUP US INC,9,54
2023,ARVATO DIGITAL SERVICES LLC,6,56
2023,ARVATO SYSTEMS NORTH AMERICA INC,15,54
2023,ARVINAS OPERATIONS INC,2,32
2023,ARVORE IMMERSIVE GAMES INC,6,51
2023,ARVYN TECHNOLOGIES INC,9,54
2023,ARXADA LLC,8,54
2023,ARYA DIAMOND JEWELLERY USA INC,5,42
2023,ARYA GLOBAL INC DBA THOUGHTHEADS,112,54
2023,ARYADIT SOLUTIONS INC,19,54
2023,ARYAKA NETWORKS INC,8,54
2023,AS AMERICA INC DBA AMERICAN STANDARD BRANDS,5,33
2023,ASAKURA ROBINSON COMPANY LLC,9,54
2023,ASANA INC,35,54
2023,ASB INFOTECH LLC,1,54
2023,ASB RESOURCES,16,54
2023,ASCEND ELEMENTS INC,7,33
2023,ASCEND LEARNING LLC,70,61
2023,ASCEND MANAGMENT CONSULTING,46,54
2023,ASCEND MARKETING LLC,6,54
2023,ASCEND PERFORMANCE MATERIALS HOLDINGS INC,114,32
2023,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,15,32
2023,ASCEND REHAB SERVICES INC,2,62
2023,ASCEND TALENT SOLUTIONS,9,56
2023,ASCEND TECHNOLOGY INC,30,56
2023,ASCENDANT GLOBAL ADVISORS INC,4,54
2023,ASCENSION BORGESS HOSPITAL,11,62
2023,ASCENSION LOGISTICS INC,15,54
2023,ASCENSION ST JOHN HOSPITAL,14,62
2023,ASCENSUS,8,52
2023,ASCENT FUNDING LLC,2,52
2023,ASCENT PHARMACEUTICALS INC,11,32
2023,ASCENT RESOURCES MANAGEMENT SERVICES LLC,12,55
2023,ASCENT SHARED SERVICES LLC,5,52
2023,ASCENTAGE PHARMA GROUP INC,29,54
2023,ASCENTT BUSINESS SYSTEMS INC,8,54
2023,ASCII GROUP LLC,7,54
2023,ASCO POWER TECHNOLOGIES LP,15,33
2023,ASCOT US SERVICES COMPANY LLC,9,52
2023,ASENTECH LLC,5,54
2023,ASHATEK LLC,25,54
2023,ASHBURN CONSULTING LLC,9,54
2023,ASHLAND HARDWARE LLC,4,33
2023,ASHLEY DISTRIBUTION SERVICES LTD,2,33
2023,ASHLEY FURNITURE INDUSTRIES LLC,18,33
2023,ASHLEY GLOBAL RETAIL LLC,36,33
2023,ASHLEY MEDICAL CENTER,3,62
2023,ASHLOGITECH LLC,3,54
2023,ASHNU INTERNATIONAL INC,41,23
2023,ASHURST LLP,1,54
2023,ASIA ALTERNATIVES MANAGEMENT LLC,8,52
2023,ASIA PACIFIC CAPITAL CO,15,52
2023,ASIAN AMERICAN CIVIC ASSN,4,81
2023,ASIAN AMERICANS ADVANCING JUSTICE ATLANTA AAAJ AALAC,8,81
2023,ASIAN COMMUNITY CARE MANAGEMENT INC,24,62
2023,ASIAN COUSELING & REFERRAL SVC,7,62
2023,ASIAN HEALTH SERVICES,3,62
2023,ASIAN PACIFIC COMMUNITY COUNSELING,8,62
2023,ASIAN RESOURCES INC,7,62
2023,ASICS AMERICA CORPORATION,13,33
2023,ASICSOFT INC,16,54
2023,ASIERIS PHARMACEUTICALS USA INC,2,54
2023,ASIMILY INC,2,51
2023,ASIUS LLC,9,54
2023,ASK MEDIA GROUP LLC,14,51
2023,ASK PRODUCTS INC,10,33
2023,ASKINDOSYS INC S CORP,8,54
2023,ASKLEPIOS BIOPHARMACEUTICAL INC,3,32
2023,ASM AMERICA INC,22,33
2023,ASML US LP,63,33
2023,ASOCIACION PUERTORRIQUENA DE LOS A,9,81
2023,ASOFT CONSULTING LLC,7,54
2023,ASPEN DENTAL ASSOCIATES OF HUDSON VALLEY PLLC,8,62
2023,ASPEN DENTAL MANAGEMENT INC,7,54
2023,ASPEN SKIING COMPANY,3,71
2023,ASPENSTATE INC,4,54
2023,ASPENTECH CORPORATION,11,54
2023,ASPENWOOD REAL ESTATE LLC,3,53
2023,ASPHALT INST INC,4,81
2023,ASPIDA FINANCIAL SERVICES LLC,5,52
2023,ASPIRATION PARTNERS INC,5,52
2023,ASPIRE EXPERTS SOLUTIONS LLC,4,54
2023,ASPIRE HR INC,5,54
2023,ASPIRE SYSTEMS CONSULTING INC,19,54
2023,ASPIRE SYSTEMS DIGITAL INC,9,54
2023,ASPIRE SYSTEMS INC,33,54
2023,ASPIRE TECH SERVICES AND SOLUTIONS CORP.,19,54
2023,ASPIRED SOLUTIONS INC,9,54
2023,ASPIRENT CONSULTING LLC,14,54
2023,ASPIRUS MEDICAL GROUP INC,42,62
2023,ASPYRANT LLC,2,54
2023,ASPYRETECH INC,3,54
2023,ASR DATA SOLUTIONS LLC,26,54
2023,ASRC FEDERAL HIGHLAND TECHNOLOGIES,8,51
2023,ASRC FEDERAL HIGHLAND TECHNOLOGY,9,51
2023,ASRT INC,4,54
2023,ASSA ABLOY SALES AND MARKETING GROUP INC,15,33
2023,ASSE INTERNATIONAL INC,1,61
2023,ASSEMBLY INTERMEDIATE LLC,8,54
2023,ASSENT SOLUTIONS LLC,4,54
2023,ASSET CONTROL SYSTEMS INC,4,54
2023,ASSET INVENTORIES INC,3,54
2023,ASSET LIVING USA LLC,12,53
2023,ASSET MANAGEMENT ANALYST CORP,5,54
2023,ASSET PANDA LLC,18,51
2023,ASSETMARK FINANCIAL HOLDINGS INC,84,52
2023,ASSISTED LIVING CONCEPTS LLC DBA ENLIVANT,2,62
2023,ASSOCIATE PHARM CORP DBA MARSATURN INC,24,54
2023,ASSOCIATED LIGHTING REPRESENTATIVES INC,13,42
2023,ASSOCIATED PATHOLOGISTS II PC,6,62
2023,ASSOCIATED PHYSICIANS OF HAVARD MEDICAL FACULTY PHYSICIANS AT BIDMC INC,24,62
2023,ASSOCIATES IN MEDICAL PHYSICS LLC D/B/A ASPEKT SOLUTIONS,3,54
2023,ASSOCIATES IN NEPHROLOGY S C,7,62
2023,ASSOCIATES IN PERIODONTICS,26,62
2023,ASSOCIATES SYSTEMS LLC,29,54
2023,ASSOCIATION ANALYTICS,22,51
2023,ASSOCIATION FOR TALENT DEVELOPMENT,35,81
2023,ASSOCIATION HEALTH CARE MANAGEMENT INC,10,52
2023,ASSOCIATION OF AMERICAN MEDICAL COLLEGES,5,81
2023,ASSOCIATION OF CHINESE AMERICANS INC,8,81
2023,ASSOCIATION OF INTERNATIONAL CERTIFIED PROFESSIONAL ACCOUNTANTS,16,54
2023,ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY AURA,15,54
2023,ASSOCIATION TO BENEFIT CHILDREN,6,62
2023,ASSURE ESERVICES INC,74,54
2023,ASSURE RX PHARMACY LLC,9,44
2023,ASSURECARE LLC,15,54
2023,ASSURED PARTNERS HOUSTON LLC D B A PROFESSIONAL ENROLLMENT CONCEPTS INC,3,52
2023,ASSYRIAN UNIVERSAL ALLIANCE FOUNDA,8,54
2023,AST & SCIENCE LLC,17,54
2023,AST FINANCIAL INC,2,54
2023,ASTA CRS INC,12,54
2023,ASTEC CHARTER SCHOOLS,3,61
2023,ASTEK SOLUTIONS INC,10,54
2023,ASTELLAS PHARMA GLOBAL DEVELOPMENT INC,5,54
2023,ASTELLAS PHARMA US INC,4,54
2023,ASTELLAS US LLC,6,54
2023,ASTER CONSTRUCTION SVCS INC,4,23
2023,ASTER INC,11,54
2023,ASTERA INSTITUTE,9,54
2023,ASTERA LABS INC,12,33
2023,ASTHMA & ALLERGY PHYSICIANS OF RHODE ISLAND INC,5,62
2023,ASTIR SERVICES LLC,30,54
2023,ASTM LLC,8,54
2023,ASTOGRAPH INC,76,54
2023,ASTOR & SANDERS CORPORATION,8,54
2023,ASTOR CHOCOLATE,9,31
2023,ASTRAEA THERAPEUTICS LLC,2,32
2023,ASTRALINX INC,39,54
2023,ASTRAZENECA PHARMACEUTICALS LP,62,32
2023,ASTRE CONSULTING SERVICES INC,10,54
2023,ASTREYA PARTNERS LLC,10,54
2023,ASTRIX TECHNOLOGY LLC,8,54
2023,ASTRODYNE CORPORATION,3,33
2023,ASTRONOMER INC,11,54
2023,ASTROSOFT TECHNOLOGIES LLC,8,54
2023,ASTUTE ENGINEERING PLLC,4,54
2023,ASTUTE INC DBA ATHINGZ,6,54
2023,ASTUTE MEDICAL INC,5,33
2023,ASTUTE SOLUTIONS LLC,18,54
2023,ASTUTEONE CORP,2,54
2023,ASURAGEN INC,110,99
2023,ASURION LLC,33,52
2023,ASW LLC DBA AMERICAN LANDMASTER,85,33
2023,AT&T MOBILITY SERVICES LLC,12,51
2023,AT&T SERVICES INC,7,51
2023,ATALANTA CORPORATION,14,44
2023,ATALANTA THERAPEUTICS INC,1,54
2023,ATALCO GRAMERCY LLC FORMERLY GRAMERCY HOLDINGS I LLC DBA NORANDA ALUMINA,1,33
2023,ATALLAH GROUP US INC,14,54
2023,ATANE R HALPERN GENERAL COUNSEL,13,54
2023,ATARA BIOTHERAPEUTICS INC,7,54
2023,ATCO RUBBER PRODUCTS INC,14,42
2023,ATEB INC,130,33
2023,ATEC GROUP,10,54
2023,ATEK IT INC,12,54
2023,ATELIER ACE LLC,7,72
2023,ATELIER TEN USA LLC,11,54
2023,ATHENA DOYENS LLC,11,54
2023,ATHENA TECH INC,22,54
2023,ATHENA TECHNOLOGY INC,11,54
2023,ATHENAHEALTH INC,21,54
2023,ATHENE ANNUITY AND LIFE COMPANY,47,52
2023,ATHENS NEIGHBORHOOD HEALTH CENTER INC,5,62
2023,ATHENS PHYSICIANS PRACTICE LLC,4,62
2023,ATHENS REGIONAL SPECIALTY SERVICES,26,62
2023,ATHREYA INC,10,54
2023,ATI HOLDINGS LLC,11,62
2023,ATI INC,15,54
2023,ATILA BIOSYSTEMS INC,6,54
2023,ATIVO CAPITAL MANAGEMENT LLC,3,52
2023,ATKINS NORTH AMERICA INC,18,54
2023,ATKORE INTERNATIONAL INC,7,54
2023,ATLAN INC,27,54
2023,ATLANTA HEART ASSOCIATES PC,6,62
2023,ATLANTA IMPORTS ALPHARETTA INC,6,42
2023,ATLANTA PLANET LLC,6,53
2023,ATLANTA RADIO KOREA INC,6,51
2023,ATLANTA REGIONAL COMMISSION,9,92
2023,ATLANTA TRADING & ENGINEERING CONSULTING LLC,7,54
2023,ATLANTA VA HEALTH CARE SYSTEM,21,62
2023,ATLANTAS COMPETITIVE EDGE TENNIS ACADEMY LLC,16,71
2023,ATLANTIC COMMUNITY SCHOOL DISTRICT,1,61
2023,ATLANTIC TRADING & MARKETING INC,2,52
2023,ATLANTIC VETERINARY SERVICES LLC,5,54
2023,ATLANTICARE REGIONAL MEDICAL CENTER,23,62
2023,ATLANTIS IT CONSULTING GROUP LLC,13,54
2023,ATLANTIS OPERATING LLC DBA THE PHOENIX REHABILITAION AND NURSING CENTER,14,62
2023,ATLANTIX PARTNERS LLC,10,54
2023,ATLAS COMMUNICATION TECHNOLOGY INC,11,54
2023,ATLAS CRAY LLC,12,54
2023,ATLAS DATA SYSTEMS LLC,1,54
2023,ATLAS LABS INC,15,52
2023,ATLAS OPERATING LLC,13,21
2023,ATLAS PREDICTION CONTROL LLC,4,54
2023,ATLAS SECURITIZED PRODUCTS PARTNERS L P,4,52
2023,ATLAS SMART IMS LLC,6,54
2023,ATLAS SYSTEMS INC,23,54
2023,ATLASSIAN US INC,120,54
2023,ATM SYSTEM INC,2,23
2023,ATMECS GLOBAL INC,17,54
2023,ATMOS ENERGY CORPORATION,5,22
2023,ATMOSPHERE DESIGN GROUP LLC,1,54
2023,ATMOSPHERIC DATA SOLUTIONS LLC,6,54
2023,ATNS USA INC,3,54
2023,ATOKA TECHNOLOGIES INC,14,54
2023,ATOM TECH INC,17,54
2023,ATOMIC VAULTS INC,3,52
2023,ATOMIC VEST INC,56,52
2023,ATOMO COFFEE INC,1,31
2023,ATOMWISE INC,17,54
2023,ATOS IT SOLUTIONS AND SERVICES INC,33,54
2023,ATOS SYNTEL INC,362,54
2023,ATRA PLASTICS INC,9,32
2023,ATRIA WEALTH SOLUTIONS INC,2,52
2023,ATRICURE INC,6,33
2023,ATRIUM MEDICAL CORPORATION,5,33
2023,ATRUZ SOLUTIONS LLC,9,54
2023,ATS ASSEMBLY AND TEST INC,1,33
2023,ATS LEAN SCHEDULING INTERNATIONAL LLC,5,54
2023,ATTAINMENT HOLDCO LLC DBA INSTRIDE,3,61
2023,ATTAINX INC,64,54
2023,ATTEMPT IT SOLUTIONS INC,27,54
2023,ATTENTIVE MOBILE INC,7,51
2023,ATTRA INC,31,54
2023,ATTUNE CONSULTING USA INC,6,54
2023,ATTUNE GLOBAL INC,14,54
2023,ATTUNE INSURANCE SERVICES LLC,3,52
2023,ATYETI INC,13,54
2023,AU MEDICAL ASSOCIATES,22,62
2023,AU MEDICAL CENTER INC,2,61
2023,AUBO ROBOTICS USA INC,2,42
2023,AUBURN UNIVERSITY,58,61
2023,AUCTANE INC FKA STAMPS COM INC,40,51
2023,AUCTANE LLC DBA SHIPSTATION,2,51
2023,AUCTION COM LLC,4,54
2023,AUDAX LABS LLC,6,54
2023,AUDENTES THERAPEUTICS INC,4,54
2023,AUDI OF AMERICA LLC,2,33
2023,AUDIBLE INC,57,45
2023,AUDIOCODES INC,12,56
2023,AUDITBOARD INC,29,51
2023,AUDUBON ENGINEERING OPERATIONS LLC,5,54
2023,AUGEAN ROBOTICS INC,5,33
2023,AUGUR IT INC,12,54
2023,AUGUST BIOSERVICES LLC,16,54
2023,AUGUST HOME INC,2,33
2023,AUGUSTA ORTHOPEDIC & SPORTS MEDICINE SPECIALISTS PC,7,62
2023,AUGUSTANA UNIVERSITY,4,61
2023,AULTCARE CORPORATION,4,52
2023,AUMKAARA INC,39,54
2023,AUMRAJ INC,23,54
2023,AUNALYTICS INC,8,54
2023,AURA BIOSCIENCES INC,5,54
2023,AURA SUB LLC,10,52
2023,AURADINE INC,10,33
2023,AURAGENT BIOSCIENCE LLC,36,54
2023,AURAMEDPRO INC,59,54
2023,AURBETA CONSULTING SERVICES INC,41,54
2023,AUREUS TECH SYSTEMS LLC,6,54
2023,AURIEMMA CONSULTING GROUP INC,5,54
2023,AURIGA CORPORATION,114,54
2023,AURIGA POLYMERS INC,2,32
2023,AURION BIOTECH INC,7,32
2023,AURIONPRO FINTECH INC,2,51
2023,AURIS HEALTH INC,17,32
2023,AURITAS LLC,17,54
2023,AUROBINDO PHARMA USA INC,7,42
2023,AUROLIFE PHARMA LLC,10,32
2023,AUROPRO SYSTEMS INC,7,54
2023,AURORA CAPITAL PARTNERS MANAGEMENT LP,5,52
2023,AURORA CARES LLC DBA ASP CARES HOUSTON,13,44
2023,AURORA ENERGY RESEARCH LLC,3,54
2023,AURORA INNOVATION INC,40,54
2023,AURORA MEDICAL GROUP INC,15,62
2023,AURORA ORGANIC FARMS INC,3,11
2023,AURORA TRADING INC,2,44
2023,AURUM DATA SOLUTIONS INC ADSI,10,54
2023,AUS MARKETING RESEARCH SYSTEMS INC,4,54
2023,AUSTIN ASSET MANAGEMENT CO,4,52
2023,AUSTIN CAPITAL BANK SSB,2,52
2023,AUSTIN ELEMENTS INC,10,53
2023,AUSTIN PEAY STATE UNIVERSITY,15,61
2023,AUSTIN POWDER COMPANY,4,32
2023,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,12,52
2023,AUSTRALIAN STRATEGIC POLICY INSTITUTE,1,54
2023,AUSTRIACO DENTAL ASSOCIATES LLC,13,62
2023,AUTHENTIC INSURANCE SERVICES INC,2,52
2023,AUTHRIGHT INC,9,54
2023,AUTO CLUB SERVICES INC,4,52
2023,AUTO INJURY SOLUTIONS INC,5,51
2023,AUTO MOTIVE POWER INC,13,33
2023,AUTO TECHLABS INC,12,44
2023,AUTO VEHICLE PARTS CO LLC,2,42
2023,AUTOCAR LLC,6,33
2023,AUTOLIV ASP INC,57,54
2023,AUTOMANN INC DBA AUTOMANN USA,56,42
2023,AUTOMATA TRANSACTIONS LLC DBA GRUBBRR,11,54
2023,AUTOMATED BUILDING MANAGEMENT SYSTEMS INC,11,54
2023,AUTOMATED ENGINEERING SERVICES INC,9,54
2023,AUTOMATED PRECISION INC,10,33
2023,AUTOMATED PRODUCTION SYSTEMS INC DBA APS,7,54
2023,AUTOMATION ANYWHERE INC,14,54
2023,AUTOMATION MOVERS INTERNATIONAL,4,54
2023,AUTOMATION TECHNOLOGIES LLC,108,54
2023,AUTOMATTIC INC,7,51
2023,AUTOMOTIVE FINANCE CORPORATION,2,52
2023,AUTOMOTIVE STEERING COLUMN LLC,3,33
2023,AUTOMOX INC,2,54
2023,AUTOMUS CONSULTING INC,17,54
2023,AUTONATION INC D/B/A AUTONATION CORP MGMT LLC,97,44
2023,AUTONOMIC LLC,9,54
2023,AUTONOMOUS STUFF LLC,11,33
2023,AUTOPAY DIRECT INC,2,52
2023,AUTORENTALS COM,5,53
2023,AUTOSYSTEMS AMERICA INC,7,33
2023,AUTOTECH TECHNOLOGIES LP DBA AVG AUTOMATION,41,33
2023,AUTOTECHMATION INC,1,54
2023,AUTOVOL,1,33
2023,AUTOX TECHNOLOGIES INC,27,54
2023,AUTOZONE INC,55,44
2023,AUX SYSTEMS INC,13,54
2023,AVA INC,3,32
2023,AVA SOFTWARE INC,7,54
2023,AVAAP USA LLC,8,54
2023,AVAGO TECHNOLOGIES US INC,23,33
2023,AVAIL MEDSYSTEMS INC,87,42
2023,AVAILITY LLC,2,51
2023,AVALANCHE STUDIOS NEW YORK INC,81,51
2023,AVALARA INC,62,51
2023,AVALON SOFTWARE SERVICES LLC,10,54
2023,AVALONBAY COMMUNITIES INC,14,53
2023,AVAN IT LLC,29,54
2023,AVANADE INC,16,54
2023,AVANCE TECHNOLOGY SERVICES INC,8,54
2023,AVANCER CORPORATION,15,54
2023,AVANCEZ LLC,8,33
2023,AVANGRID SERVICE COMPANY,28,22
2023,AVANI SYSTEMS INC,32,54
2023,AVANI TECHNOLOGY SOLUTIONS INC,34,54
2023,AVANSA IT SOLUTIONS LLC,8,54
2023,AVANT GARDE HEALTH INC,1,51
2023,AVANT SYSTEMS INC,5,54
2023,AVANT-GARDE SOLUTIONS LTD,33,54
2023,AVANTUS CLEAN ENERGY LLC,11,23
2023,AVANZAR INTERIOR TECHNOLOGIES LTD,3,33
2023,AVAST SOFTWARE INC,10,54
2023,AVCO CONSULTING INC,94,54
2023,AVEDRO INC,3,33
2023,AVEGA6 INC,103,54
2023,AVEGANT CORP,15,33
2023,AVENIR ASSOCIATES INC,10,54
2023,AVENTERPRISEINC,26,54
2023,AVENUE CODE LLC,10,51
2023,AVENUE CONTRACTING INC,2,23
2023,AVENUES NEW YORK LLC,4,61
2023,AVERA HEALTH,5,62
2023,AVERA HOLY FAMILY HOSPITAL,12,62
2023,AVERA MCKENNAN,11,62
2023,AVERETT UNIVERSITY,9,61
2023,AVERLON INC,1,54
2023,AVERON SERVICES INC,5,54
2023,AVEROSOFT INC,16,54
2023,AVERY DENNISON CORPORATION,9,32
2023,AVERY DESIGN SYSTEMS INC,14,51
2023,AVEVA SOFTWARE LLC,8,51
2023,AVEVOTECH INC,4,54
2023,AVIATION SERVICE PARTNERS INC,5,54
2023,AVIATRIX SYSTEMS INC,8,54
2023,AVICENATECH CORP,5,54
2023,AVICENNA TECHNOLOGY INC DBA LASERAGE,3,33
2023,AVID BIOSERVICES INC,2,54
2023,AVID TECHNOLOGY INC,2,33
2023,AVIDEONCRM LLC,10,54
2023,AVIDXCHANGE INC,18,54
2023,AVIDYNE CORPORATION,4,33
2023,AVIENT CORPORATION,10,32
2023,AVIER CARE LLC,8,62
2023,AVILA TRADING INC DBA AVILA IT SVCS,5,54
2023,AVIO CONSULTING LLC,3,54
2023,AVION TECHNOLOGY INC,3,54
2023,AVIRA DIGITAL LLC,8,54
2023,AVIS BUDGET CAR RENTAL LLC,8,53
2023,AVIS TECHNOLOGIES LLC,2,54
2023,AVIVA LINKS INC,3,54
2023,AVIVA NATURAL SUPPLEMENTS LLC,3,32
2023,AVIZVA LLC,45,54
2023,AVK TECH SOLUTIONS INC,12,54
2023,AVL POWERTRAIN ENGINEERING INC,5,33
2023,AVL TEST SYSTEMS INC,95,33
2023,AVNERA CORPORATION,6,33
2023,AVNIL LLC,7,54
2023,AVO MULTI AMP CORPORATION DBA MEGGER,3,33
2023,AVOYA TRAVEL,32,56
2023,AVPM CA 15 LP DBA GEISERT ANIMAL HOSPITAL,4,54
2023,AVPM CA 40 LP,12,54
2023,AVPM CA 42 LP,25,54
2023,AVTECH SOLUTIONS INC,20,54
2023,AVTECH TECHNOLOGY INC,4,61
2023,AVVENTIS INC,10,54
2023,AVVENTIS TECH INC,10,54
2023,AVVIR INC,4,54
2023,AVVO INC,2,51
2023,AW CHESTERTON COMPANY,7,33
2023,AWARE INC,5,33
2023,AWARENESS TECHNOLOGY INC,5,33
2023,AWESUNG INC,47,49
2023,AWI BUILDERS INC,16,23
2023,AWOIT SYSTESMS INC,4,54
2023,AWSAF INC DBA SPORTIVE,56,44
2023,AXALTA COATING SYSTEMS LLC,11,32
2023,AXAR LABORATORIES INC,11,54
2023,AXCELINNO LLC,7,54
2023,AXCELIS TECHNOLOGIES INC,4,33
2023,AXCESS FINANCIAL SERVICES INC,11,52
2023,AXEL ROYAL LLC,3,32
2023,AXELAAR INC,47,54
2023,AXIADO CORPORATION,47,33
2023,AXIAS INC,45,54
2023,AXIO RESEARCH LLC,5,54
2023,AXIOM HEALTHCARE STRATEGIES LLC,12,54
2023,AXIOMA INC,6,51
2023,AXIP SERVICES COMPANY LLC DBA AXIP ENERGY SERVICES,2,21
2023,AXIS ANALYTICS LLC DBA AXIS GROUP,6,54
2023,AXIS SPECIALTY U S SERVICES INC,19,52
2023,AXIS TECH INC,43,54
2023,AXISCADES INC,18,54
2023,AXIVISE INFORMATION TECHNOLOGIES INC,8,54
2023,AXLE INFORMATICS,17,54
2023,AXLETREE SOLUTIONS INC,5,54
2023,AXON ENTERPRISE INC,22,33
2023,AXOS BANK,9,52
2023,AXTRIA INC,89,54
2023,AXWAY INC,14,51
2023,"AXWAY, INC",3,51
2023,AYITC LLC,18,54
2023,AYLA NETWORKS INC,1,51
2023,AZEE SYSTEMS INC,16,54
2023,AZENTA INC,21,33
2023,AZHVAS INC,3,54
2023,AZORES VETERINARY PRACTICE,3,54
2023,AZUR IM LP,3,52
2023,AZURA CONSULTING LLC,27,54
2023,AZURE CONSULTING SERVICES LLC,8,54
2023,AZURITY PHARMACEUTICALS INC,13,32
2023,AZUSA PACIFIC UNIVERSITY,1,61
2023,AZZUR GROUP LLC DBA AZZUR CONSULTING LLC,4,54
2023,AZZUR GROUP LLC DBA AZZUR IT LLC,8,54
2023,AZZUR GROUP LLC DBA AZZUR OF CA LLC,23,54
2023,AZZUR GROUP LLC DBA AZZUR OF NE LLC,6,54
2023,AZZUR GROUP LLC DBA AZZUR WORCESTER LLC,8,54
2023,A^3 BY AIRBUS LLC,12,33
2023,B & B GLASS INC,22,23
2023,B & J WHOLESALE LLC,16,33
2023,B B DENTAL CERAMIC ARTS INC DBA 3D BIOCAD,7,33
2023,B BRAUN MEDICAL INC,11,33
2023,B E S T PHYSICAL THERAPY APC,5,62
2023,B G FOODS NORTH AMERICA INC,13,31
2023,B H ROBERTS FOUNDATION,4,81
2023,B L TESTING AND BALANCING LLC,6,23
2023,B RILEY WEALTH MANAGEMENT INC,2,52
2023,B&C TRANSIT INC,14,54
2023,B&P MECHANICAL INC,29,23
2023,B&R GLOBAL HOLDINGS INC,1,55
2023,B&W PUBLISHING LLC,8,54
2023,"B.I.R. SOLUTIONS, LLC",2,54
2023,B/E AREOSPACE INC DBA COLLINS AREOSPACE,10,33
2023,B2B INFOSYS INC,4,54
2023,B2B TECHNOLOGY INC,1,54
2023,BAAN SIAM INC,5,72
2023,BAANYAN SOFTWARE SERVICES INC,22,54
2023,BABATEK INC DBA IMPETUS,16,54
2023,BABCOCK & WILCOX COMPANY,4,33
2023,BABOQUIVARI UNIFIED SCHOOL DISTRICT 40,23,61
2023,BABSON COLLEGE,12,61
2023,BABYLIST INC,19,45
2023,BABYLON HEALTHCARE INC,12,62
2023,BACHI TECH CORPORATION,16,54
2023,BACKBONE INFRASTRUCTURE LLC,4,23
2023,BACKBONE LABS INC,7,54
2023,BACKCOUNTRY COM LLC,5,45
2023,BACKEN & BACKEN,5,54
2023,BACON COUNTY HEALTH SERVICES INC DBA BACON COUNTY HOSPITAL & HEALTH SYSTEM,19,62
2023,BACTOLAC PHARMACEUTICAL INC,8,32
2023,BAE INDUSTRIES INC,2,33
2023,BAE SYSTEMS APPLIED INTELLIGENCE INC A SYMPHONY AI COMPANY,7,54
2023,BAE SYSTEMS TECHNOLOGY SOLUTIONS & SERVICES INC,3,54
2023,BAEK CLINICAL INC,47,81
2023,BAGDAD UNIFIED SCHOOL DISTRICT,15,61
2023,BAHA INDUSTRIES CORP DBA OPEN SYSTEMS TECHNOLOGIES INC,14,54
2023,"BAHEAL INVESTMENT USA, INC.",11,92
2023,BAHWAN CYBERTEK DIGITAL INC,7,54
2023,BAHWAN CYBERTEK INC,30,54
2023,BAICELLS TECHNOLOGIES NORTH AMERICA INC,2,33
2023,BAIK BRANDS INC DBA SHOPMISSA.COM,2,45
2023,BAILEY LAUERMAN ASSOCIATES INC,8,54
2023,BAIM INSTITUTE FOR CLINICAL RESEARCH,14,54
2023,BAIN & COMPANY INC,28,54
2023,BAIN CAPITAL LP,63,52
2023,BAKE AFFAIRS LLC,61,31
2023,BAKER AND TAYLOR LLC,9,51
2023,BAKER BOTTS LLP,4,54
2023,BAKER HUGHES COMPANY,28,54
2023,BAKER MCKENZIE CONSULTING LLC,4,54
2023,BAKER MCKENZIE GLOBAL SERVICES LLC,29,54
2023,BAKER MCKENZIE LLP,6,54
2023,BAKER TILLY US LLP,17,54
2023,BAKKT LLC,6,54
2023,BALANCE MED PROFESSIONALS PRIMARY SVCS PLLC D/B/A WEBSTER FAMILY MED CTR,3,62
2023,BALBEC CAPITAL LP,9,52
2023,BALCH SPRINGS SNF LLC DBA BALCH SPRING NURSING HOME,3,62
2023,BALDOR SPECIALTY FOODS INC,1,42
2023,BALDRIDGE & ASSOCIATES STRUCTURAL ENGINEERING INC,1,54
2023,BALDWIN WALLACE UNIVERSITY,10,61
2023,BALL STATE UNIVERSITY,9,61
2023,BALPAMTECH SOLUTIONS INC,4,54
2023,BALTIMORE AIRCOIL COMPANY INC,2,33
2023,BALTIMORE GAS & ELECTRIC CO AN EXELON COMPANY,19,22
2023,BALYASNY ASSET MANAGEMENT LP,175,52
2023,BAM MANAGEMENT US HOLDINGS INC,6,52
2023,BAM REINSURANCE LLC,7,52
2023,BAMBERG COUNTY SCHOOL DISTRICT,4,61
2023,BAMIA 2 LLC,6,54
2023,BANCO BILBAO VIZKAYA ARGENTARIA S A,2,52
